Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Cost Per Item,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Age group (product.metafields.shopify.age-group),Bag/Case material (product.metafields.shopify.bag-case-material),Battery size (product.metafields.shopify.battery-size),Battery technology (product.metafields.shopify.battery-technology),Battery type (product.metafields.shopify.battery-type),Case type (product.metafields.shopify.case-type),Cleaning surfaces (product.metafields.shopify.cleaning-surfaces),Coil connection (product.metafields.shopify.coil-connection),Color (product.metafields.shopify.color-pattern),Compatible battery technology (product.metafields.shopify.compatible-battery-technology),Connection type (product.metafields.shopify.connection-type),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Cookware/Bakeware material (product.metafields.shopify.cookware-bakeware-material),Costume theme (product.metafields.shopify.costume-theme),Dietary preferences (product.metafields.shopify.dietary-preferences),Dispenser type (product.metafields.shopify.dispenser-type),Display technology (product.metafields.shopify.display-technology),Dog age group (product.metafields.shopify.dog-age-group),Dog toy type (product.metafields.shopify.dog-toy-type),Doll/Playset features (product.metafields.shopify.doll-playset-features),Dry/Wet cleaning (product.metafields.shopify.dry-wet-cleaning),E-cigarette/Vaporizer style (product.metafields.shopify.e-cigarette-vaporizer-style),E-liquid flavor (product.metafields.shopify.e-liquid-flavor),Fabric (product.metafields.shopify.fabric),Flavor (product.metafields.shopify.flavor),Hardware material (product.metafields.shopify.hardware-material),Ingredient category (product.metafields.shopify.ingredient-category),Material (product.metafields.shopify.material),Pipe shape (product.metafields.shopify.pipe-shape),Plant support material (product.metafields.shopify.plant-support-material),Power source (product.metafields.shopify.power-source),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Product form (product.metafields.shopify.product-form),Recommended age group (product.metafields.shopify.recommended-age-group),Size (product.metafields.shopify.size),Suitable for breed size (product.metafields.shopify.suitable-for-breed-size),Suitable for food processor type (product.metafields.shopify.suitable-for-food-processor-type),Suitable for hair type (product.metafields.shopify.suitable-for-hair-type),Suitable for power equipment type (product.metafields.shopify.suitable-for-power-equipment-type),Tableware material (product.metafields.shopify.tableware-material),Target gender (product.metafields.shopify.target-gender),Theme (product.metafields.shopify.theme),Tool/Utensil material (product.metafields.shopify.tool-utensil-material),Toy/Game material (product.metafields.shopify.toy-game-material),Travel pillow shape (product.metafields.shopify.travel-pillow-shape),Vaping style (product.metafields.shopify.vaping-style),Variant Image,Variant Weight Unit,Variant Tax Code,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status,_Pricing Brand,_Pricing Product Title,_Pixies Recommended Retail,_Market MSRP / Proxy,_Pricing Tier,_Gross Margin $,_Gross Margin %,_Pricing Method,_Price Confidence
dr-dabber-switch-2-sapphire-plus-induction-cup,Dr Dabber Switch 2 Sapphire Plus Induction Cup,"<p>Switch²™ Sapphire Plus Insert has been developed for those who want an unparalleled dabbing experience. Created out of a lab-grown single crystal of the purest sapphire available. Strict manufacturing tolerances ensure incredibly efficient heat transfer when used with the induction heating system in Switch²™, and the 20mm diameter offers a massive dabbing surface. The Sapphire Plus Insert offers enhanced flavor, greater vapor purity, and easier cleaning than our standard Sapphire Insert (discontinued).</p>
<p>All Switch²™ Sapphire Plus Inserts will have slight striations from the milling process, and each insert is unique. This is due to the high tolerance required to meet our dimension specifications. These striations are purely cosmetic, are not visible during use, and based on extensive internal testing, will not impact functionality or cleaning whatsoever.</p>
<ul>
<li>
<strong>Heat Retention and Distribution: </strong>Sapphire has excellent heat retention, allowing it to hold heat longer and enabling more consistent, efficient vaporization of concentrates. It also distributes heat evenly across the surface, helping prevent ""hot spots"" and ensuring a smooth dab.</li>
<li>
<strong>Flavor Preservation: </strong>Sapphire is chemically inert, meaning it does not react with or alter the flavor profile of concentrates. This allows users to enjoy the full, unadulterated taste of their dabs without any metallic or off-flavors that can sometimes occur with other materials.</li>
<li>
<strong>Smooth Surface: </strong>The ultra-smooth surface of sapphire reduces the likelihood of residue buildup, making it easier to clean and maintain. This smoothness also contributes to a more consistent heating surface for dabbing.</li>
</ul>
<p>** <strong>All Switch²™</strong> Sapphire Plus Inserts will vary slightly in appearance **</p>
<ul>
<li>
<strong>Retail Unit</strong>: One (1) Induction Cup</li>
<li>
<strong>Material:</strong> Sapphire</li>
</ul>
<p><i><strong>This product and all products on this site are intended and sold for legal purposes only.</strong></i></p>",Dr Dabber,"Food, Beverages & Tobacco > Tobacco Products",Sapphire Attachment,"Induction Cup, Sapphire Plus, Switch 2, Pixies Clinical Registry, Precision Hardware, Adult Use 21+, Thermal Extraction Device",TRUE,Title,Default Title,,,,,,,,DRDBR-RP-SW2INCUP-SAPPV2,68.0388555,shopify,deny,manual,140.99,80,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/697bb89bd23681769715867.jpg?v=1770333803,1,Dr Dabber Switch 2 Sapphire Plus Induction Cup,FALSE,Dr Dabber Switch 2 Sapphire Plus Induction Cup | Pixie's Pantry,"Switch²™ Sapphire Plus Insert has been developed for those who want an unparalleled dabbing experience. Created out of a lab-grown single crystal of the purest sapphire available. Strict manufacturing tolerances ensure incredibly efficient heat transfer when used with the induction heating system in Switch²™, and the…",Adults,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adults,,,,,,,,,,,,,,lb,,TRUE,,,TRUE,,,active,,,,,,,,,
randys-myte-battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/695d49b98982d1767721401.jpg?v=1769531816,4,Randy's Myte Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mj-arsenal-love-handle-glass-pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/696a66f3736931768580851.jpg?v=1769469913,10,MJ Arsenal Love Handle Glass Pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mj-arsenal-baby-cake-joint-bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/696a68e1040031768581345.jpg?v=1769469609,13,MJ Arsenal Baby Cake Joint Bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mj-arsenal-sonnet-glass-bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/696a66638b6dd1768580707.jpg?v=1769469222,13,MJ Arsenal Sonnet Glass Bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mj-arsenal-evermore-glass-water-pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/696a645905e3d1768580185.jpg?v=1769468925,10,MJ Arsenal Evermore Glass Water PIpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mj-arsenal-hth-heart-to-heart-mini-dab-rig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/696a6637814751768580663.jpg?v=1769468481,10,Mj Arsenal HTH (Heart to Heart) Mini Dab Rig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mj-arsenal-pucker-up-joint-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/696a6734861401768580916.jpg?v=1769468182,8,MJ Arsenal Pucker Up Joint Holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mj-arsenal-evermore-flower-bowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/696a69985e3131768581528.jpg?v=1769467788,4,MJ Arsenal Evermore Flower Bowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mj-arsenal-love-bug-pivot-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/696a685194f751768581201.jpg?v=1769467585,7,MJ Arsenal Love Bug Pivot Top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mj-arsenal-teddy-peak-top-mja-valentines-day-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/696a6691716811768580753.jpg?v=1769112161,9,MJ Arsenal Teddy Peak Top MJA Valentine's Day 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
human-grade-chili-pepper-glass-carb-cap,,,,,,,,,Red with Yellow Hat,,,,,,,,HG-CC-CHLIPEP-YLWHT-RED,68.0388555,shopify,deny,manual,16.99,6,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/RedYellowHat.png?v=1769111613,3,Human Grade Chili Pepper Glass Carb Cap - Red with Yellow Hat,,,,,,,,,,,,Red with Yellow Hat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/RedYellowHat.png?v=1769111613,lb,,,,,,,,,,,,,,,,,
mj-arsenal-nexus-flower-bowl,MJ Arsenal Nexus Flower Bowl,"<p><strong>MJ Arsenal Nexus Bowl</strong></p>
<ul>
<li>
<strong>Compatible with: </strong>MJ Arsenal Nexus</li>
<li>
<strong>Joint Size: </strong>14mm</li>
<li>
<strong>Material: </strong>Borosilicate</li>
</ul>",MJ Arsenal,Home & Garden > Smoking Accessories,Glass Bowl,"Glass Bowl, MJ Arsenal, Nexus, Pixies Clinical Registry, Precision Hardware, Adult Use 21+, Replacement / Interface Component",TRUE,Title,Default Title,,,,,,,,MJA-BWL-NXSFLWRBWL-14MMCLR,68.0388555,shopify,deny,manual,16.99,6,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/sTQkk5TxGG1lFcUQRhcinMFpDsk1HUpqjXIRpM2J.png?v=1768924391,1,MJ Arsenal Nexus Flower Bowl,FALSE,MJ Arsenal Nexus Flower Bowl | Pixie's Pantry,MJ Arsenal Nexus Bowl Compatible with: MJ Arsenal Nexus Joint Size: 14mm Material: Borosilicate,Adults,,,,,,,,clear,,,,,,,,,,,,,,,,,Borosilicate glass,,glass,,,,,,Adults,,,,,,,,,,,,,,lb,,TRUE,,,TRUE,,,active,,,,,,,,,
maven-pro-torch,,,,,,,,,Sky Blue,,,,,,,,MVN-TOR-PROUNF-SKYB,308.4428116,shopify,deny,manual,35.99,15,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/SkyBlue_93f557b0-fa7f-4332-a62a-5e571d12c55c.png?v=1768509656,5,Maven Pro Torch - Sky Blue,,,,,,,,,,,,Sky Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/SkyBlue_93f557b0-fa7f-4332-a62a-5e571d12c55c.png?v=1768509656,lb,,,,,,,,,,,,,,,,,
mj-arsenal-spire-flower-bowl,MJ Arsenal Spire Flower Bowl,"<p><strong>MJ Arsenal Spire Bowl</strong></p>
<ul>
<li>
<strong>Compatible with: </strong>MJ Arsenal Spire Water Pipe</li>
<li>
<strong>Joint Size: </strong>14mm</li>
<li>
<strong>Material: </strong>Borosilicate</li>
</ul>",MJ Arsenal,Home & Garden > Smoking Accessories,Glass Bowl,"Glass, Glass Bowl, MJ Arsenal, Spire Bowl, Pixies Clinical Registry, Precision Hardware, Adult Use 21+, Hydrated Filtration Device",TRUE,Title,Default Title,,,,,,,,MJA-BWL-AR-SPIRE-CLR,68.0388555,shopify,deny,manual,18.99,7,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Spire.jpg?v=1767895573,1,MJ Arsenal Spire Flower Bowl,FALSE,MJ Arsenal Spire Flower Bowl | Pixie's Pantry,MJ Arsenal Spire Bowl Compatible with: MJ Arsenal Spire Water Pipe Joint Size: 14mm Material: Borosilicate,Adults,,,,,,,,floral,,,,,,,,,,,,,,,,,Borosilicate glass,,glass,,,,,,Adults,,,,,,,,,,,,,,lb,,TRUE,,,TRUE,,,active,,,,,,,,,
focus-v-aeris-bubbler-kit,,,,,,,,,Pink,,,,,,,,FCSV-CA-BUBKIT-AER-PNK,0,shopify,deny,manual,120.99,60,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Smoke_54c4ed84-ea0b-4223-952a-467884de2d8f.jpg?v=1767813946,5,Focus V Aeris Bubbler Kit - Pink,,,,,,,,,,,,Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Pink_7051545b-efb8-4ccf-b930-b4a14fc8f186.jpg?v=1767813946,lb,,,,,,,,,,,,,,,,,
mj-arsenal-cove-glass-bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/695b329e427701767584414.jpg?v=1767728811,16,MJ Arsenal Cove Glass Bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mj-arsenal-grotto-glass-pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/695b339ad83991767584666.jpg?v=1767728174,15,MJ Arsenal Grotto Glass Pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chubby-gorilla-x2-dual-pouch-containers-10-pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/O5WekxoQ5A1XS3Eb1rZReVqIGLtCkVnKQA52Fc4S.jpg?v=1767727566,4,Chubby Gorilla X2 Dual Pouch Containers (10-Pack),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mj-arsenal-tetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/692f41f48fac31764704756.jpg?v=1767726653,20,MJ Arsenal Tetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mj-arsenal-phoenix-baton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/eC8H4HZy82kH7qFQd7Pl43onBHGnYl8whAnK02QW.jpg?v=1767726259,17,Mj Arsenal Phoenix Baton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-eye-glass-14mm-metallic-terminator-bowl,,,,,,,,,Rainbow,,,,,,,,RDEYETK-BWLS-14MM-MT-RNBW,68.0388555,shopify,deny,manual,14.99,5.25,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Rainbow_3f3824ed-a95b-4369-88d5-7d632d93df9a.jpg?v=1767199493,3,Red Eye Glass 14mm Metallic Terminator Bowl - Rainbow,,,,,,,,,,,,Rainbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Rainbow_3f3824ed-a95b-4369-88d5-7d632d93df9a.jpg?v=1767199493,lb,,,,,,,,,,,,,,,,,
mj-arsenal-puffco-peak-tops,MJ Arsenal Puffco Peak Tops,"<p><strong>** PEAK NOT INCLUDED </strong>**</p>
<p><strong>Compatible with:</strong> Peak, New Peak, New Peak Pro</p>
<p><strong>Quadra Peak Top</strong></p>
<p>The MJ Arsenal Quadra Peak Top offers a sleek, functional upgrade designed in collaboration with Andy Roth. This dry top is built from durable materials and crafted for easy cleaning, delivering reliable performance and a refined finish for every session.</p>
<ul>
<li>
<strong>Retail Unit:</strong> One (1) Quadra E-rig Top</li>
<li>
<strong>Size: </strong>4.25"" x 1.75""</li>
<li>
<strong>Packaging Size: </strong>5.25"" x 2.7"" x 2.5""</li>
<li>
<strong>Material: </strong>Borosilicate Glass</li>
<li>Dry Top</li>
<li>Durable and Thick</li>
<li>Quad (4) Column-Design</li>
</ul>",MJ Arsenal,Home & Garden > Smoking Accessories,Glass Attachment,"Glass Attachment, MJ Arsenal, Puffco, Puffco Peak, Puffco Peak Pro, Quadra Peak Top, Pixies Clinical Registry, Precision Hardware, Adult Use 21+, Thermal Extraction Device",TRUE,Title,Default Title,,,,,,,,MJA-PA-AR-QDRAPKTOP-CLR,95.2543977,shopify,deny,manual,58.99,29,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/TI907XVok94hWceXMgDOOoKPzLkSaWW7usHMHZmu.jpg?v=1767038998,1,MJ Arsenal Puffco Peak Tops,FALSE,MJ Arsenal Puffco Peak Tops | Pixie's Pantry,"** PEAK NOT INCLUDED ** Compatible with: Peak, New Peak, New Peak Pro Quadra Peak Top The MJ Arsenal Quadra Peak Top offers a sleek, functional upgrade designed in collaboration with Andy Roth. This dry top is built from durable materials and crafted for easy cleaning, delivering reliable performance and a refined fin…",Adults,,,,,,,,clear,,,,,,,,,,,,,,,,,"Borosilicate glass, Glass",,glass,Rig,,,,,Adults,,,,,,,,,,,,,,lb,,TRUE,,,TRUE,,,active,,,,,,,,,
human-grade-cow-carb-cap,Human Grade Cow Carb Cap,"<p><strong>Compatible with:</strong> Human Grade Dab Rigs, Human Grade Bangers, Any Dab Rig or Banger</p>
<article class=""text-token-text-primary w-full focus:outline-none [--shadow-height:45px] has-data-writing-block:pointer-events-none has-data-writing-block:-mt-(--shadow-height) has-data-writing-block:pt-(--shadow-height) [&amp;:has([data-writing-block])&gt;*]:pointer-events-auto [content-visibility:auto] supports-[content-visibility:auto]:[contain-intrinsic-size:auto_100lvh] scroll-mt-[calc(var(--header-height)+min(200px,max(70px,20svh)))]"" dir=""auto"" data-turn-id=""request-67bcb95f-a83c-800f-899f-775b7a260ae1-2"" data-testid=""conversation-turn-317"" data-scroll-anchor=""true"" data-turn=""assistant"" tabindex=""-1"">
<div class=""text-base my-auto mx-auto pb-10 [--thread-content-margin:--spacing(4)] thread-sm:[--thread-content-margin:--spacing(6)] thread-lg:[--thread-content-margin:--spacing(16)] px-(--thread-content-margin)"">
<div class=""[--thread-content-max-width:40rem] thread-lg:[--thread-content-max-width:48rem] mx-auto max-w-(--thread-content-max-width) flex-1 group/turn-messages focus-visible:outline-hidden relative flex w-full min-w-0 flex-col agent-turn"" tabindex=""-1"">
<div class=""flex max-w-full flex-col grow"">
<div class=""min-h-8 text-message relative flex w-full flex-col items-end gap-2 text-start break-words whitespace-normal [.text-message+&amp;]:mt-1"" data-message-author-role=""assistant"" data-message-id=""a87493de-b209-48f0-81fa-d543317cdcca"" dir=""auto"" data-message-model-slug=""gpt-5"">
<div class=""flex w-full flex-col gap-1 empty:hidden first:pt-[1px]"">
<div class=""markdown prose dark:prose-invert w-full break-words dark markdown-new-styling"">
<article class=""text-token-text-primary w-full focus:outline-none [--shadow-height:45px] has-data-writing-block:pointer-events-none has-data-writing-block:-mt-(--shadow-height) has-data-writing-block:pt-(--shadow-height) [&amp;:has([data-writing-block])&gt;*]:pointer-events-auto [content-visibility:auto] supports-[content-visibility:auto]:[contain-intrinsic-size:auto_100lvh] scroll-mt-[calc(var(--header-height)+min(200px,max(70px,20svh)))]"" dir=""auto"" data-turn-id=""request-67bcb95f-a83c-800f-899f-775b7a260ae1-3"" data-testid=""conversation-turn-319"" data-scroll-anchor=""true"" data-turn=""assistant"" tabindex=""-1"">
<div class=""text-base my-auto mx-auto pb-10 [--thread-content-margin:--spacing(4)] thread-sm:[--thread-content-margin:--spacing(6)] thread-lg:[--thread-content-margin:--spacing(16)] px-(--thread-content-margin)"">
<div class=""[--thread-content-max-width:40rem] thread-lg:[--thread-content-max-width:48rem] mx-auto max-w-(--thread-content-max-width) flex-1 group/turn-messages focus-visible:outline-hidden relative flex w-full min-w-0 flex-col agent-turn"" tabindex=""-1"">
<div class=""flex max-w-full flex-col grow"">
<div class=""min-h-8 text-message relative flex w-full flex-col items-end gap-2 text-start break-words whitespace-normal [.text-message+&amp;]:mt-1"" data-message-author-role=""assistant"" data-message-id=""b4f8317c-161d-4819-a13c-26e7a082f75f"" dir=""auto"" data-message-model-slug=""gpt-5"">
<div class=""flex w-full flex-col gap-1 empty:hidden first:pt-[1px]"">
<div class=""markdown prose dark:prose-invert w-full break-words dark markdown-new-styling"">
<p data-start=""0"" data-end=""258"" data-is-last-node="""" data-is-only-node="""">The Human Grade Cow Bubbler Cap brings a bit of barnyard charm to your dabbing setup. Designed for smooth, consistent airflow and optimal vapor control, it delivers reliable performance with a playful, cow-inspired design.</p>
</div>
</div>
</div>
</div>
</div>
</div>
</article>
</div>
</div>
</div>
</div>
</div>
</div>
</article>
<ul>
<li>
<strong>Retail Unit: </strong>One (1) Carb Cap</li>
<li>
<strong>Dimensions: </strong>1.2"" x 1.1""</li>
<li>
<strong>Material:</strong> Borosilicate</li>
</ul>
<p><strong>This product and all products on this site are intended and sold for legal purposes only.</strong></p>",Human Grade,Home & Garden > Smoking Accessories,Glass Carb Cap,"Animal Glass, Carb Cap, Carb Caps, Glass, Glass Carb Caps, Human Grade, Pixies Clinical Registry, Precision Hardware, Adult Use 21+, Hydrated Filtration Device",TRUE,Title,Default Title,,,,,,,,HG-CC-COW-PNKWHIBLK,68.0388555,shopify,deny,manual,12.99,4,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/PinkWhiteBallBlackSpots.jpg?v=1767037173,1,Human Grade Cow Carb Cap,FALSE,Human Grade Cow Carb Cap | Pixie's Pantry,"Compatible with: Human Grade Dab Rigs, Human Grade Bangers, Any Dab Rig or Banger The Human Grade Cow Bubbler Cap brings a bit of barnyard charm to your dabbing setup. Designed for smooth, consistent airflow and optimal vapor control, it delivers reliable performance with a playful, cow-inspired design. Retail Unit: O…",Adults,,,,,,,,animal,,,,,,,,,,,,,,,,,Borosilicate glass,,glass,"Bubbler, Rig",,,,,Adults,,,,,,,,,,,,,,lb,,TRUE,,,TRUE,,,active,,,,,,,,,
red-eye-glass-4-5-cabo-spoon-pipe,,,,,,,,,Green,,,,,,,,RDEYEGLS-HP-CABO-GRN,181.436948,shopify,deny,manual,27.99,11.75,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Green_4514af83-a240-4df5-8f55-fa3bbac1c88e.jpg?v=1766786136,2,"Red Eye Glass 4.5"" Cabo Spoon Pipe - Green",,,,,,,,,,,,Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Green_4514af83-a240-4df5-8f55-fa3bbac1c88e.jpg?v=1766786136,lb,,,,,,,,,,,,,,,,,
grav-sandblasted-gandalf,,,,,,,,,Pink,,,,,,,,GRAV-HP-SB-GNDLF-PNK,113.3980925,shopify,deny,manual,34.99,14.75,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Pink_9f04473d-8499-40a1-aeca-0f00234bdd0d.jpg?v=1766780651,6,Grav Sandblasted Gandalf - Pink,,,,,,,,,,,,Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Pink_9f04473d-8499-40a1-aeca-0f00234bdd0d.jpg?v=1766780651,lb,,,,,,,,,,,,,,,,,
dr-dabber-ghost-2-glass-mouthpiece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/693052cca12131764774604.jpg?v=1766516453,2,Dr Dabber Ghost 2 Glass Mouthpiece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mj-arsenal-spire-glass-water-pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/692f42c31548a1764704963.jpg?v=1765902231,5,MJ Arsenal Spire Glass Water Pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
human-grade-owl-carb-caps,,,,,,,,,Teal,,,,,,,,HG-CC-OWL-TEAL,86.1825503,shopify,deny,manual,15.99,5.75,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Teal_091c3801-9eed-4a5c-ba81-9b21e14983fa.jpg?v=1765901852,4,Human Grade Owl Carb Caps - Teal,,,,,,,,,,,,Teal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Teal_091c3801-9eed-4a5c-ba81-9b21e14983fa.jpg?v=1765901852,lb,,,,,,,,,,,,,,,,,
ryan-fitt-pillar-pivot-bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/69371041165ae1765216321.jpg?v=1765846492,4,Ryan Fitt Pillar Pivot Bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
