Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Cost Per Item,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Age group (product.metafields.shopify.age-group),Bag/Case material (product.metafields.shopify.bag-case-material),Battery size (product.metafields.shopify.battery-size),Battery technology (product.metafields.shopify.battery-technology),Battery type (product.metafields.shopify.battery-type),Case type (product.metafields.shopify.case-type),Cleaning surfaces (product.metafields.shopify.cleaning-surfaces),Coil connection (product.metafields.shopify.coil-connection),Color (product.metafields.shopify.color-pattern),Compatible battery technology (product.metafields.shopify.compatible-battery-technology),Connection type (product.metafields.shopify.connection-type),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Cookware/Bakeware material (product.metafields.shopify.cookware-bakeware-material),Costume theme (product.metafields.shopify.costume-theme),Dietary preferences (product.metafields.shopify.dietary-preferences),Dispenser type (product.metafields.shopify.dispenser-type),Display technology (product.metafields.shopify.display-technology),Dog age group (product.metafields.shopify.dog-age-group),Dog toy type (product.metafields.shopify.dog-toy-type),Doll/Playset features (product.metafields.shopify.doll-playset-features),Dry/Wet cleaning (product.metafields.shopify.dry-wet-cleaning),E-cigarette/Vaporizer style (product.metafields.shopify.e-cigarette-vaporizer-style),E-liquid flavor (product.metafields.shopify.e-liquid-flavor),Fabric (product.metafields.shopify.fabric),Flavor (product.metafields.shopify.flavor),Hardware material (product.metafields.shopify.hardware-material),Ingredient category (product.metafields.shopify.ingredient-category),Material (product.metafields.shopify.material),Pipe shape (product.metafields.shopify.pipe-shape),Plant support material (product.metafields.shopify.plant-support-material),Power source (product.metafields.shopify.power-source),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Product form (product.metafields.shopify.product-form),Recommended age group (product.metafields.shopify.recommended-age-group),Size (product.metafields.shopify.size),Suitable for breed size (product.metafields.shopify.suitable-for-breed-size),Suitable for food processor type (product.metafields.shopify.suitable-for-food-processor-type),Suitable for hair type (product.metafields.shopify.suitable-for-hair-type),Suitable for power equipment type (product.metafields.shopify.suitable-for-power-equipment-type),Tableware material (product.metafields.shopify.tableware-material),Target gender (product.metafields.shopify.target-gender),Theme (product.metafields.shopify.theme),Tool/Utensil material (product.metafields.shopify.tool-utensil-material),Toy/Game material (product.metafields.shopify.toy-game-material),Travel pillow shape (product.metafields.shopify.travel-pillow-shape),Vaping style (product.metafields.shopify.vaping-style),Variant Image,Variant Weight Unit,Variant Tax Code,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status,_Pricing Brand,_Pricing Product Title,_Pixies Recommended Retail,_Market MSRP / Proxy,_Pricing Tier,_Gross Margin $,_Gross Margin %,_Pricing Method,_Price Confidence
puffco-proxy-ryan-fitt-recycler-glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/yMGpDfyO9MLPCpf5ZjbhLHwTm4vp3XyP8EsY1b5U.jpg?v=1716243027,8,Puffco Proxy Ryan Fitt Recycler Glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
human-grade-wooden-dugouts,,,,,,,,,Red,,,,,,,,HG-DGOT-RED,204.1165665,shopify,deny,manual,16.99,6,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Red_8e6515c9-9545-49b3-9b98-5ea6221a327c.jpg?v=1756229426,5,Human Grade Wooden Dugouts - Red,,,,,,,,,,,,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Red_8e6515c9-9545-49b3-9b98-5ea6221a327c.jpg?v=1756229426,lb,,,,,,,,,,,,,,,,,
cheech-glass-4-wig-wag-pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/ZPDVHhtQPmiv7j6IOYnGUhNV0I0130am50gF5LcV.jpg?v=1715867268,4,"Cheech Glass 4"" Wig Wag Pipe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mj-arsenal-bloopcycler-dab-rig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/ZgxpBqvBAX1bUcG2NuERDCvdHoon1udLxi4fhOQt.jpg?v=1715865925,12,MJ Arsenal Bloopcycler Dab Rig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mj-arsenal-the-plasma-core-rig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/y5ZTZYpdNPKbcclMNfQLwNIn44AOLR4IJ82jFggA.jpg?v=1715865749,11,MJ Arsenal The Plasma Core Rig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mj-arsenal-1130-adapter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/kVFKUX9q3xfutYqymhRaRFsjHBQFfix0qqqXNI5e.jpg?v=1715865578,2,MJ Arsenal 1130 Adapter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mj-arsenal-alpine-series-ridge-chillum-taster-one-hitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/rIfFveh57nDXQNEsvfKqyMdLEXix5l2eYuIq4o47.jpg?v=1715784890,6,MJ Arsenal - Alpine Series - Ridge Chillum Taster One Hitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mj-arsenal-alpine-series-apex-mini-rig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/X4CdmFyscSsIKCrPpDitmeYbdhqskZDuVjQngnvf.jpg?v=1715784720,14,MJ Arsenal Alpine Series - Apex Mini Rig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mj-arsenal-alpine-series-granby-spoon-pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/zDpA8Znmi74qgr4saveAMowVSP7WCe8bC0l5eImT.jpg?v=1715784526,10,MJ Arsenal Alpine Series - Granby Spoon Pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mj-arsenal-alpine-series-steamboat-bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/vLTr1OcIW1SRYclh6MXEnsKVnZNeYPJClUdjOg9K.jpg?v=1715784305,11,MJ Arsenal Alpine Series - Steamboat Bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mj-arsenal-alpine-series-palisade-water-pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/TEplZSEFkGxvoJzEAvQ1RGbPssVW9pBttxJL1niM.jpg?v=1715784112,7,MJ Arsenal Alpine Series - Palisade Water Pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lookah-glass-15-75-underwater-eye-water-pipe-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/tV93YmGAtdOo87M1q0dAf7yFonAQLtT1Jiz2epMn.jpg?v=1715726571,5,"Lookah Glass 15.75"" Underwater Eye Water Pipe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cheech-glass-14-5-you-can-see-me-water-pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Smoke.jpg?v=1715725091,8,"Cheech Glass 14.5"" You Can See Me Water Pipe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cheech-glass-12-the-cheechs-speare-water-pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/yyqwUF8d6BtLmPchePYz1WhEJvM3ZNUlCiv2xDk8.jpg?v=1715724916,5,"Cheech Glass 12"" The Cheechs Speare Water Pipe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cheech-glass-19-5-the-big-behemoth-water-pipe,,,,,,,,,Purple,,,,,,,,CHEECH-WP-CH-194-PUR,680.388555,shopify,deny,manual,146.99,83.5,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Red_53dce571-d4db-495e-8fc6-22121bed85d5.jpg?v=1715631694,4,"Cheech Glass 19.5"" The Big Behemoth Water Pipe - Purple",,,,,,,,,,,,Purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Purple_60feea0a-27b7-4836-9726-37db38edf56c.jpg?v=1715631694,lb,,,,,,,,,,,,,,,,,
cheech-glass-9-5-sandblast-inner-recycler-water-pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/s13yVeHoFb0uV6t5ZLxfhFV0Dd4OLB9pvjVhVuEl.jpg?v=1715630824,4,"Cheech Glass 9.5"" Sandblast Inner Recycler Water Pipe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cheech-glass-8-5-big-tires-water-pipe,,,,,,,,,Purple,,,,,,,,,544.310844,shopify,deny,manual,93.99,46.5,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Slime.jpg?v=1715630629,3,"Cheech Glass 8.5"" Big Tires Water Pipe - Purple",,,,,,,,,,,,Purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Purple_1e06f7af-1bb3-4a78-9851-1cf593b1357f.jpg?v=1715630629,lb,,,,,,,,,,,,,,,,,
randys-inspo-xl,,,,,,,,,Spring Green,,,,,,,,RNDY-510V-INSPXL-SPRNGRN,226.796185,shopify,deny,manual,32.99,14,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/WinterBlue.jpg?v=1715351352,4,Randy's Inspo XL - Spring Green,,,,,,,,,,,,Spring Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/SpringGreen.jpg?v=1715351351,lb,,,,,,,,,,,,,,,,,
lookah-mini-unicorn-bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/MUcJ618LNMW7wck3WWD1s8xvpc3J0GTOCegQ2Qco.png?v=1715271079,2,Lookah Mini Unicorn Bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lookah-dab-straw,Lookah Dab Straw,"<p class=""flex items-center text-base text-theme-secondary font-medium"" data-v-7d080a53="""">Product Information</p>
<p><button id=""headlessui-disclosure-button-129"" type=""button"" aria-expanded=""true"" data-headlessui-state=""open"" class=""flex items-center justify-between px-6 py-3 w-full"" data-v-7d080a53="""" aria-controls=""headlessui-disclosure-panel-130""><svg xmlns=""http://www.w3.org/2000/svg"" viewbox=""0 0 20 20"" fill=""currentColor"" class=""w-5 h-5 text-theme-body"" data-v-7d080a53=""""><path fill-rule=""evenodd"" d=""M14.707 12.707a1 1 0 01-1.414 0L10 9.414l-3.293 3.293a1 1 0 01-1.414-1.414l4-4a1 1 0 011.414 0l4 4a1 1 0 010 1.414z"" clip-rule=""evenodd""></path></svg></button></p>
<div id=""headlessui-disclosure-panel-130"" data-headlessui-state=""open"" data-v-7d080a53="""">
<div class=""prod-text prose max-w-none font-light text-brand-primary px-6 pb-6"" data-v-7d080a53="""">
<p data-v-7d080a53=""""> </p>
<p>The Lookah dab straw is a traditional style dab device coming in a stylish carry case that's no bigger than a spectacles case. Unlike the other Lookah dab pens, this honeys straw doesn't use electronics. You will need a torch to heat up the tip or titanium dab nail, which functions like a standard nectar collector. </p>
<p>The shape and size of the Lookah dab straw is similar to a ballpoint pen. The dab straw comprises five parts that disassemble for easy cleaning. The glass mouthpiece can be pulled out of place to clean and capture reclaim. Should you accidentally break this, there is a spare mouthpiece, so you're never without one. The dab kit comes with two titanium nails that can be unscrewed and swapped.</p>
<ul>
<li>
<b>Size:</b><span> </span>142mm x 16.6mm</li>
<li>Screw-on Tip Cover</li>
</ul>
<p><b>Includes:</b><br>1 x Lookah Straw Nectar Collector<br>2 x Glass Tube<br>2 x Titanium Nail<br>1 x Nail Cover<br>1 x Base<br>1 x Base Adapter<br><br><b><i>This product and all products on this site are intended and sold for legal purposes only.</i></b></p>
<p><img alt=""Dab Straw 1"" src=""https://lookah.com/images/products/1.11products/LSN_01.jpg?1676875580777"" title=""Dab Straw 1""><img alt=""Dab Straw 2"" src=""https://lookah.com/images/products/1.11products/LSN_02.jpg?1676875580777"" title=""Dab Straw 2""><img alt=""Dab Straw 3"" src=""https://lookah.com/images/products/1.11products/LSN_03.jpg?1676875580777"" title=""Dab Straw 3""><img alt=""Dab Straw 4"" src=""https://lookah.com/images/products/1.11products/LSN_04.jpg?1676875580777"" title=""Dab Straw 4""></p>
<p> </p>
</div>
</div>",Lookah,Hardware > Tools,Nectar Collector,"Nectar Collector, Pixies Clinical Registry, Precision Hardware, Adult Use 21+, Sanitization Accessory",TRUE,Title,Default Title,,,,,,,,LOOKAH-HP-STRW-GUN,408.233133,shopify,deny,manual,47.99,20,,TRUE,FALSE,,,,,,,,,FALSE,Lookah Dab Straw | Pixie's Pantry,"Product Information The Lookah dab straw is a traditional style dab device coming in a stylish carry case that's no bigger than a spectacles case. Unlike the other Lookah dab pens, this honeys straw doesn't use electronics. You will need a torch to heat up the tip or titanium dab nail, which functions like a standard…",Adults,,,,,,,,,,,,,,,,,,,,,,,,,"Glass, Titanium",,"Glass, Titanium",Tube,,,,,Adults,,,,,,,,,,,,,,lb,,TRUE,,,TRUE,,,active,,,,,,,,,
lookah-dragon-egg-vaporizer,,,,,,,,,Spatter Black-Green,,,,,,,,,498.951607,shopify,deny,manual,96.99,48,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/SpatterRedBlack.jpg?v=1715269703,12,Lookah Dragon Egg Vaporizer - Spatter Black-Green,,,,,,,,,,,,Spatter Black-Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/SpatterBlack.jpg?v=1715269704,lb,,,,,,,,,,,,,,,,,
arizer-solo-3-portable-vaporizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/z47Nt9eMr16eXin5V5wYqp3XGTCFaIAGxHfCHPyS.jpg?v=1715019895,6,Arizer Solo 3 Portable Vaporizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mj-arsenal-the-ill-ien-dab-rig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/xe8WKVv7daHpSS0JlT3RIR8LjZxRZjKsr8e4thQI.jpg?v=1714753045,6,MJ Arsenal The iLL-ien Dab Rig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ric-flair-drip-dab-rig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Z6zbenXpjwVJhJkWMuuTAemUJpYFOXDQqExt8zjO.jpg?v=1714580601,8,Ric Flair Drip Dab Rig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ric-flair-drip-water-pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/zbjQ8adq33w0ywCA4Qf3CPq6XQyj1qBiBrzfmuwx.jpg?v=1714580446,9,Ric Flair Drip Water Pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ric-flair-drip-spoon-pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/ZAzDHKDjsP6W1E3lST7QJv0R0QheslfwTUDgAGpf.jpg?v=1714580296,7,Ric Flair Drip Spoon Pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ric-flair-drip-rolling-trays,,,,,,,,,"11.5"" Wooooo!",,,,,,,,RFD-RT-WOOOOO-11IN,385.5535145,shopify,deny,manual,9.99,2,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/IRxCCTnLtamFfctkxHEancRlhDQUnum02njBu7fG.jpg?v=1714580031,12,"Ric Flair Drip Rolling Trays - 11.5"" Wooooo!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/11.5inchWooooo.jpg?v=1714579821,lb,,,,,,,,,,,,,,,,,
tyson-haymaker-water-pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/zb3m40YRsOJ8Ms4E9wVyWP2aGE4jvuD9odLB7QpG.jpg?v=1714579471,7,Tyson Haymaker Water Pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyson-knockout-dab-rig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/zq0ULToN1S47qWM7449jdmyFuVQLq1PPDoN724tN.gif?v=1714579247,11,Tyson Knockout Dab Rig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyson-upper-cut-bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/9cIbVjRrq3pzCD0XN9bxPmIgnyJikYokkL0x3XSV.jpg?v=1714579084,10,Tyson Upper Cut Bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyson-dynamite-hand-pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/qZPgXc9xj22s9P5ynm5VHa8m5cCuLtaEtvarrL1c.jpg?v=1714578903,7,Tyson Dynamite Hand Pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyson-jab-one-hitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/ZSlC6dyHJb6Yr9Hme3AxiWDfdfaVty12qN8UAMwj.gif?v=1714578779,7,Tyson Jab One Hitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mj-arsenal-hippie-hitter-pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/ZHIQtCS8LryULOUsmO6dpaJ5o3KnLv7epruLtAqw.jpg?v=1713880014,20,MJ Arsenal Hippie Hitter Pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
efest-pro-c4-battery-charger,Efest Pro C4 Battery Charger,"<p class=""flex items-center text-base text-theme-secondary font-medium"" data-v-7d080a53="""" data-mce-fragment=""1"">Product Information</p>
<div id=""headlessui-disclosure-panel-96"" data-headlessui-state=""open"" data-v-7d080a53="""" data-mce-fragment=""1"">
<div class=""prod-text prose max-w-none font-light text-brand-primary px-6 pb-6"" data-v-7d080a53="""" data-mce-fragment=""1"">
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">** Battery Chargers DO NOT include EFEST batteries **</strong></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">The Efest PRO C4 Charger is a simple and cost-efficient charger designed by Efest. The Efest PRO C4 Charger is a four bay charger powered by a AC wall plug and can charge four batteries at the same time. When charging one or two batteries at the same time, the charging current will adjust intelligently to 1A. When charging three or four batteries at the same time, the charging current will adjust intelligently to 0.5A. The LED indicator light is red when your battery is charging and turns green when the battery is fully charged. The Efest PRO C4 Charger can charge different types of 3.6V/3.7V lithium batteries commonly used in electronic cigarettes, flashlights, electric tools, and more.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Please note, due to size limitations, you may only charge up to (2) 26500 or 26650 batteries at the same time.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><b data-mce-fragment=""1"">Features and Specs:</b></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Compatible with: 10440, 14500, 14650, 16340, 16650, 17650, 17670, 18350, 18490, 18500, 18650, 20700, 21700, 22650, 26500, 26650</li>
<li data-mce-fragment=""1"">Battery Life LED Indicator Light</li>
<li data-mce-fragment=""1"">Four Bay 1A Charger</li>
<li data-mce-fragment=""1"">Non-Slip Mat</li>
<li data-mce-fragment=""1"">AC Input Power: AC 100~240V 50/60Hz</li>
<li data-mce-fragment=""1"">DC Output Power: DC 12V 1A</li>
<li data-mce-fragment=""1"">DC Input Power: DC 12V 1A</li>
<li data-mce-fragment=""1"">1A CC Current: 1000mA (+/-10%)</li>
<li data-mce-fragment=""1"">Auto Cut-Off Voltage: 4.20 (+/-0.05V)</li>
<li data-mce-fragment=""1"">CV Cut-Off Current: &lt;100mA</li>
<li data-mce-fragment=""1"">Standby Current: &lt;20mA</li>
<li data-mce-fragment=""1"">Activation Current (Battery Voltage &lt;2.90V): 10mA~50mA</li>
<li data-mce-fragment=""1"">Auto Recharge Voltage: 4.10 (+/-0.10V)</li>
<li data-mce-fragment=""1"">Operation Temperature: 0C ~ 40C</li>
<li data-mce-fragment=""1"">Storage Temperature: -40C ~ 70C</li>
</ul>
<p data-mce-fragment=""1""> </p>
</div>
</div>",Efest,Electronics > Electronics Accessories > Power > Battery Accessories > General Purpose Battery Chargers,External Battery Charger,"External Battery Charger, Pixies Clinical Registry, Precision Hardware, Adult Use 21+, Thermal Extraction Device",TRUE,Title,Default Title,,,,,,,,PROC4,249.4758035,shopify,deny,manual,27.99,11.5,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/IwHY8Eswh9SJinFAyCex3APfhCmAn3D1HmscAfh7.jpg?v=1712855310,1,Efest Pro C4 Battery Charger,FALSE,Efest Pro C4 Battery Charger | Pixie's Pantry,Product Information ** Battery Chargers DO NOT include EFEST batteries ** The Efest PRO C4 Charger is a simple and cost-efficient charger designed by Efest. The Efest PRO C4 Charger is a four bay charger powered by a AC wall plug and can charge four batteries at the same time. When charging one or two batteries at the…,Adults,,,,,,,,,,,,,,,,,,,,,Portable,,,,,,,,,Battery,,,Adults,,,,,,,,,,,,Portable,,lb,,TRUE,,,TRUE,,,active,,,,,,,,,
