Lighter Style,Collection,Product Title,Brand,Size,Case Qty,SKU,Barcode (PC),UPC Code (PC),Barcode (CS),UPC Code (CS),Distributor Price,MSRP (Retail),Sellable on Amazon?,Amazon SRP,Product Photo Preview,Product/Lifestyle Photos,,MSRP (Retail) Clean,Amazon SRP Clean,Piece SKU,Case SKU,Catalog Style,Catalog Collection,Catalog Product Title,Catalog Search,Catalog Search Normalized,Matched Product Title,Matched Product Handle,Matched Product URL,Product Match Score,Matched Variant Label,Variant Match Score,Primary Image URL,Gallery Image URLs,Image Count,Available,Match Status
BIC,Califari Strains Bic,Califari Strains Bic - Sour Diesel,Toker Poker,"1 piece = 3.125""x1.75""x0.75"", 0.8 oz.
1 case = 9.5""x18""x16"", 27.5 lbs.",500 pieces,"Piece: RTL-01-A-US-CF-SD
Case: RTL-01-A-US-CF-SD-MC",,810108341161,,10810108341168,4.2, $12.99/unit ,No,N/A,,See Califari Strains Bic Sour Diesel Photos HERE,,12.99,,RTL-01-A-US-CF-SD,RTL-01-A-US-CF-SD-MC,BIC,Califari Strains Bic,Califari Strains Bic - Sour Diesel,BIC | Califari Strains Bic | Califari Strains Bic - Sour Diesel,bic califari strains bic califari strains bic sour diesel | califari strains bic | califari bic,Alice in Wonderland - BIC,alice-wonderland-collection,https://tokerpoker.com/collections/shop-all/products/alice-wonderland-collection,100,Sugar Cube,45,https://cdn.shopify.com/s/files/1/2665/6390/files/CockPaw---revamp.jpg?v=1759356462,https://cdn.shopify.com/s/files/1/2665/6390/files/CockPaw---revamp.jpg?v=1759356462 | https://cdn.shopify.com/s/files/1/2665/6390/files/Aiw---5-Pack---REVAMP.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/HoneyHatter---revamp.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/SugarCube1---revmap.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/ClockMaw---revamp.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/RedQueen---revamp.jpg?v=1759356522,6,True,matched
BIC,Califari Strains Bic,Califari Strains Bic - Grand Daddy Purple,Toker Poker,"1 piece = 3.125""x1.75""x0.75"", 0.8 oz.
1 case = 9.5""x18""x16"", 27.5 lbs.",500 pieces,"Piece: RTL-01-A-US-CF-GP
Case: RTL-01-A-US-GP-MC",,810108341123,,10810108341120,4.2, $12.99/unit ,No,N/A,,See Califari Strains Bic Grand Daddy Purple Photos HERE,,12.99,,RTL-01-A-US-CF-GP,RTL-01-A-US-GP-MC,BIC,Califari Strains Bic,Califari Strains Bic - Grand Daddy Purple,BIC | Califari Strains Bic | Califari Strains Bic - Grand Daddy Purple,bic califari strains bic califari strains bic grand daddy purple | califari strains bic | califari bic,Alice in Wonderland - BIC,alice-wonderland-collection,https://tokerpoker.com/collections/shop-all/products/alice-wonderland-collection,100,Alice Bundle,45,https://cdn.shopify.com/s/files/1/2665/6390/files/CockPaw---revamp.jpg?v=1759356462,https://cdn.shopify.com/s/files/1/2665/6390/files/CockPaw---revamp.jpg?v=1759356462 | https://cdn.shopify.com/s/files/1/2665/6390/files/Aiw---5-Pack---REVAMP.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/HoneyHatter---revamp.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/SugarCube1---revmap.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/ClockMaw---revamp.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/RedQueen---revamp.jpg?v=1759356522,6,True,matched
BIC,Califari Strains Bic,Califari Strains Bic - Pineapple Express,Toker Poker,"1 piece = 3.125""x1.75""x0.75"", 0.8 oz.
1 case = 9.5""x18""x16"", 27.5 lbs.",500 pieces,"Piece: RTL-01-A-US-CF-PE
Case: RTL-01-A-US-CF-PE-MC",,810108341130,,10810108341137,4.2, $12.99/unit ,No,N/A,,See Califari Strains Bic Pineapple Express Photos HERE,,12.99,,RTL-01-A-US-CF-PE,RTL-01-A-US-CF-PE-MC,BIC,Califari Strains Bic,Califari Strains Bic - Pineapple Express,BIC | Califari Strains Bic | Califari Strains Bic - Pineapple Express,bic califari strains bic califari strains bic pineapple express | califari strains bic | califari bic,Alice in Wonderland - BIC,alice-wonderland-collection,https://tokerpoker.com/collections/shop-all/products/alice-wonderland-collection,100,Cockpaw,43,https://cdn.shopify.com/s/files/1/2665/6390/files/CockPaw---revamp.jpg?v=1759356462,https://cdn.shopify.com/s/files/1/2665/6390/files/CockPaw---revamp.jpg?v=1759356462 | https://cdn.shopify.com/s/files/1/2665/6390/files/Aiw---5-Pack---REVAMP.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/HoneyHatter---revamp.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/SugarCube1---revmap.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/ClockMaw---revamp.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/RedQueen---revamp.jpg?v=1759356522,6,True,matched
BIC,Shroomies Bic ,Shroomies Bic - Double Dose,Toker Poker,"1 piece = 3.125""x1.75""x0.75"", 0.8 oz.
1 case = 9.5""x18""x16"", 27.5 lbs.",500 pieces,"Piece: RTL-01-A-US-SH-DD
Case: RTL-01-A-US-SH-DD-MC",,810108341420,,10810108341427,4.2, $12.99/unit ,"Yes: US
No: Canada",N/A,,,,12.99,,RTL-01-A-US-SH-DD,RTL-01-A-US-SH-DD-MC,BIC,Shroomies Bic,Shroomies Bic - Double Dose,BIC | Shroomies Bic | Shroomies Bic - Double Dose,bic shroomies bic shroomies bic double dose,Alice in Wonderland - BIC,alice-wonderland-collection,https://tokerpoker.com/collections/shop-all/products/alice-wonderland-collection,100,Sugar Cube,44,https://cdn.shopify.com/s/files/1/2665/6390/files/CockPaw---revamp.jpg?v=1759356462,https://cdn.shopify.com/s/files/1/2665/6390/files/CockPaw---revamp.jpg?v=1759356462 | https://cdn.shopify.com/s/files/1/2665/6390/files/Aiw---5-Pack---REVAMP.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/HoneyHatter---revamp.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/SugarCube1---revmap.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/ClockMaw---revamp.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/RedQueen---revamp.jpg?v=1759356522,6,True,matched
BIC,Shroomies Bic ,Shroomies Bic - Night Trippin,Toker Poker,"1 piece = 3.125""x1.75""x0.75"", 0.8 oz.
1 case = 9.5""x18""x16"", 27.5 lbs.",500 pieces,"Piece: RTL-01-A-US-SH-NT
Case: RTL-01-A-US-SH-NT-MC",,810108341437,,10810108341434,4.2, $12.99/unit ,Yes,$13.99,,,,12.99,13.99,RTL-01-A-US-SH-NT,RTL-01-A-US-SH-NT-MC,BIC,Shroomies Bic,Shroomies Bic - Night Trippin,BIC | Shroomies Bic | Shroomies Bic - Night Trippin,bic shroomies bic shroomies bic night trippin,Alice in Wonderland - BIC,alice-wonderland-collection,https://tokerpoker.com/collections/shop-all/products/alice-wonderland-collection,100,Honey Hatter,41,https://cdn.shopify.com/s/files/1/2665/6390/files/CockPaw---revamp.jpg?v=1759356462,https://cdn.shopify.com/s/files/1/2665/6390/files/CockPaw---revamp.jpg?v=1759356462 | https://cdn.shopify.com/s/files/1/2665/6390/files/Aiw---5-Pack---REVAMP.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/HoneyHatter---revamp.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/SugarCube1---revmap.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/ClockMaw---revamp.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/RedQueen---revamp.jpg?v=1759356522,6,True,matched
BIC,Shroomies Bic ,Shroomies Bic - Fun Guy,Toker Poker,"1 piece = 3.125""x1.75""x0.75"", 0.8 oz.
1 case = 9.5""x18""x16"", 27.5 lbs.",500 pieces,"Piece: RTL-01-A-US-SH-FG
Case: RTL-01-A-US-SH-FG-MC",,810108341468,,10810108341465,4.2, $12.99/unit ,Yes,$13.99,,,,12.99,13.99,RTL-01-A-US-SH-FG,RTL-01-A-US-SH-FG-MC,BIC,Shroomies Bic,Shroomies Bic - Fun Guy,BIC | Shroomies Bic | Shroomies Bic - Fun Guy,bic shroomies bic shroomies bic fun guy,Alice in Wonderland - BIC,alice-wonderland-collection,https://tokerpoker.com/collections/shop-all/products/alice-wonderland-collection,100,Alice Bundle,41,https://cdn.shopify.com/s/files/1/2665/6390/files/CockPaw---revamp.jpg?v=1759356462,https://cdn.shopify.com/s/files/1/2665/6390/files/CockPaw---revamp.jpg?v=1759356462 | https://cdn.shopify.com/s/files/1/2665/6390/files/Aiw---5-Pack---REVAMP.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/HoneyHatter---revamp.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/SugarCube1---revmap.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/ClockMaw---revamp.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/RedQueen---revamp.jpg?v=1759356522,6,True,matched
BIC,Shroomies Bic ,Shroomies Bic - Golden Teacher,Toker Poker,"1 piece = 3.125""x1.75""x0.75"", 0.8 oz.
1 case = 9.5""x18""x16"", 27.5 lbs.",500 pieces,"Piece: RTL-01-A-US-SHGT
Case: RTL-01-A-US-SH-GT-MC",,810108341444,,10810108341441,4.2, $12.99/unit ,Yes,$13.99,,,,12.99,13.99,RTL-01-A-US-SHGT,RTL-01-A-US-SH-GT-MC,BIC,Shroomies Bic,Shroomies Bic - Golden Teacher,BIC | Shroomies Bic | Shroomies Bic - Golden Teacher,bic shroomies bic shroomies bic golden teacher,Alice in Wonderland - BIC,alice-wonderland-collection,https://tokerpoker.com/collections/shop-all/products/alice-wonderland-collection,100,Honey Hatter,38,https://cdn.shopify.com/s/files/1/2665/6390/files/CockPaw---revamp.jpg?v=1759356462,https://cdn.shopify.com/s/files/1/2665/6390/files/CockPaw---revamp.jpg?v=1759356462 | https://cdn.shopify.com/s/files/1/2665/6390/files/Aiw---5-Pack---REVAMP.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/HoneyHatter---revamp.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/SugarCube1---revmap.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/ClockMaw---revamp.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/RedQueen---revamp.jpg?v=1759356522,6,True,matched
BIC,Shroomies Bic ,Shroomies Bic - Toadstool,Toker Poker,"1 piece = 3.125""x1.75""x0.75"", 0.8 oz.
1 case = 9.5""x18""x16"", 27.5 lbs.",500 pieces,"Piece: RTL-01-A-US-SH-TS
Case: RTL-01-A-US-SH-TS-MC",,810108341451,,10810108341458,4.2, $12.99/unit ,"Yes: US
No: Canada",N/A,,,,12.99,,RTL-01-A-US-SH-TS,RTL-01-A-US-SH-TS-MC,BIC,Shroomies Bic,Shroomies Bic - Toadstool,BIC | Shroomies Bic | Shroomies Bic - Toadstool,bic shroomies bic shroomies bic toadstool,Alice in Wonderland - BIC,alice-wonderland-collection,https://tokerpoker.com/collections/shop-all/products/alice-wonderland-collection,100,Honey Hatter,37,https://cdn.shopify.com/s/files/1/2665/6390/files/CockPaw---revamp.jpg?v=1759356462,https://cdn.shopify.com/s/files/1/2665/6390/files/CockPaw---revamp.jpg?v=1759356462 | https://cdn.shopify.com/s/files/1/2665/6390/files/Aiw---5-Pack---REVAMP.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/HoneyHatter---revamp.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/SugarCube1---revmap.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/ClockMaw---revamp.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/RedQueen---revamp.jpg?v=1759356522,6,True,matched
BIC,Four Twenty Bic ,Four Twenty Bic - Beach Dance,Toker Poker,"1 piece = 3.125""x1.75""x0.75"", 0.8 oz.
1 case = 9.5""x18""x16"", 27.5 lbs.",500 pieces,"Piece: RTL-01-A-US-FT-BD
Case: RTL-01-A-US-FT-BD-MC",,810108341475,,10810108341472,4.2, $12.99/unit ,No,N/A,,,,12.99,,RTL-01-A-US-FT-BD,RTL-01-A-US-FT-BD-MC,BIC,Four Twenty Bic,Four Twenty Bic - Beach Dance,BIC | Four Twenty Bic | Four Twenty Bic - Beach Dance,bic four twenty bic four twenty bic beach dance,Alice in Wonderland - BIC,alice-wonderland-collection,https://tokerpoker.com/collections/shop-all/products/alice-wonderland-collection,100,Sugar Cube,43,https://cdn.shopify.com/s/files/1/2665/6390/files/CockPaw---revamp.jpg?v=1759356462,https://cdn.shopify.com/s/files/1/2665/6390/files/CockPaw---revamp.jpg?v=1759356462 | https://cdn.shopify.com/s/files/1/2665/6390/files/Aiw---5-Pack---REVAMP.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/HoneyHatter---revamp.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/SugarCube1---revmap.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/ClockMaw---revamp.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/RedQueen---revamp.jpg?v=1759356522,6,True,matched
BIC,Four Twenty Bic ,Four Twenty Bic - Electric Haze,Toker Poker,"1 piece = 3.125""x1.75""x0.75"", 0.8 oz.
1 case = 9.5""x18""x16"", 27.5 lbs.",500 pieces,"Piece: RTL-01-A-US-FT-EH
Case: RTL-01-A-US-FT-EH-MC",,810108341482,,10810108341489,4.2, $12.99/unit ,No,N/A,,,,12.99,,RTL-01-A-US-FT-EH,RTL-01-A-US-FT-EH-MC,BIC,Four Twenty Bic,Four Twenty Bic - Electric Haze,BIC | Four Twenty Bic | Four Twenty Bic - Electric Haze,bic four twenty bic four twenty bic electric haze,Alice in Wonderland - BIC,alice-wonderland-collection,https://tokerpoker.com/collections/shop-all/products/alice-wonderland-collection,100,Alice Bundle,42,https://cdn.shopify.com/s/files/1/2665/6390/files/CockPaw---revamp.jpg?v=1759356462,https://cdn.shopify.com/s/files/1/2665/6390/files/CockPaw---revamp.jpg?v=1759356462 | https://cdn.shopify.com/s/files/1/2665/6390/files/Aiw---5-Pack---REVAMP.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/HoneyHatter---revamp.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/SugarCube1---revmap.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/ClockMaw---revamp.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/RedQueen---revamp.jpg?v=1759356522,6,True,matched
BIC,Four Twenty Bic ,Four Twenty Bic - Rasta,Toker Poker,"1 piece = 3.125""x1.75""x0.75"", 0.8 oz.
1 case = 9.5""x18""x16"", 27.5 lbs.",500 pieces,"Piece: RTL-01-A-US-FT-RA
Case: RTL-01-A-US-FT-RA-MC",,810108341499,,10810108341496,4.2, $12.99/unit ,No,N/A,,,,12.99,,RTL-01-A-US-FT-RA,RTL-01-A-US-FT-RA-MC,BIC,Four Twenty Bic,Four Twenty Bic - Rasta,BIC | Four Twenty Bic | Four Twenty Bic - Rasta,bic four twenty bic four twenty bic rasta,Alice in Wonderland - BIC,alice-wonderland-collection,https://tokerpoker.com/collections/shop-all/products/alice-wonderland-collection,100,Honey Hatter,42,https://cdn.shopify.com/s/files/1/2665/6390/files/CockPaw---revamp.jpg?v=1759356462,https://cdn.shopify.com/s/files/1/2665/6390/files/CockPaw---revamp.jpg?v=1759356462 | https://cdn.shopify.com/s/files/1/2665/6390/files/Aiw---5-Pack---REVAMP.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/HoneyHatter---revamp.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/SugarCube1---revmap.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/ClockMaw---revamp.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/RedQueen---revamp.jpg?v=1759356522,6,True,matched
BIC,Four Twenty Bic ,Four Twenty Bic - Tropical Groove,Toker Poker,"1 piece = 3.125""x1.75""x0.75"", 0.8 oz.
1 case = 9.5""x18""x16"", 27.5 lbs.",500 pieces,"Piece: RTL-01-A-US-FT-TG
Case: RTL-01-A-US-FT-TG-MC",,810108341512,,10810108341519,4.2, $12.99/unit ,No,N/A,,,,12.99,,RTL-01-A-US-FT-TG,RTL-01-A-US-FT-TG-MC,BIC,Four Twenty Bic,Four Twenty Bic - Tropical Groove,BIC | Four Twenty Bic | Four Twenty Bic - Tropical Groove,bic four twenty bic four twenty bic tropical groove,Alice in Wonderland - BIC,alice-wonderland-collection,https://tokerpoker.com/collections/shop-all/products/alice-wonderland-collection,100,Cockpaw,39,https://cdn.shopify.com/s/files/1/2665/6390/files/CockPaw---revamp.jpg?v=1759356462,https://cdn.shopify.com/s/files/1/2665/6390/files/CockPaw---revamp.jpg?v=1759356462 | https://cdn.shopify.com/s/files/1/2665/6390/files/Aiw---5-Pack---REVAMP.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/HoneyHatter---revamp.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/SugarCube1---revmap.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/ClockMaw---revamp.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/RedQueen---revamp.jpg?v=1759356522,6,True,matched
BIC,Four Twenty Bic ,Four Twenty Bic - Wild,Toker Poker,"1 piece = 3.125""x1.75""x0.75"", 0.8 oz.
1 case = 9.5""x18""x16"", 27.5 lbs.",500 pieces,"Piece: RTL-01-A-US-FT-WD
Case: RTL-01-A-US-FT-WD-MC",,810108341505,,10810108341502,4.2, $12.99/unit ,No,N/A,,,,12.99,,RTL-01-A-US-FT-WD,RTL-01-A-US-FT-WD-MC,BIC,Four Twenty Bic,Four Twenty Bic - Wild,BIC | Four Twenty Bic | Four Twenty Bic - Wild,bic four twenty bic four twenty bic wild,Alice in Wonderland - BIC,alice-wonderland-collection,https://tokerpoker.com/collections/shop-all/products/alice-wonderland-collection,100,Alice Bundle,40,https://cdn.shopify.com/s/files/1/2665/6390/files/CockPaw---revamp.jpg?v=1759356462,https://cdn.shopify.com/s/files/1/2665/6390/files/CockPaw---revamp.jpg?v=1759356462 | https://cdn.shopify.com/s/files/1/2665/6390/files/Aiw---5-Pack---REVAMP.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/HoneyHatter---revamp.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/SugarCube1---revmap.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/ClockMaw---revamp.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/RedQueen---revamp.jpg?v=1759356522,6,True,matched
BIC,Trippy Hippy Bic ,Trippy Hippy Bic - Happy Hippy,Toker Poker,"1 piece = 3.125""x1.75""x0.75"", 0.8 oz.
1 case = 9.5""x18""x16"", 27.5 lbs.",500 pieces,"Piece: RTL-01-A-US-TH-HH
Case: RTL-01-A-US-TH-HH-MC",,810108341376,,10810108341373,4.2, $12.99/unit ,Yes,$13.99,,,,12.99,13.99,RTL-01-A-US-TH-HH,RTL-01-A-US-TH-HH-MC,BIC,Trippy Hippy Bic,Trippy Hippy Bic - Happy Hippy,BIC | Trippy Hippy Bic | Trippy Hippy Bic - Happy Hippy,bic trippy hippy bic trippy hippy bic happy hippy,Alice in Wonderland - BIC,alice-wonderland-collection,https://tokerpoker.com/collections/shop-all/products/alice-wonderland-collection,100,Honey Hatter,32,https://cdn.shopify.com/s/files/1/2665/6390/files/CockPaw---revamp.jpg?v=1759356462,https://cdn.shopify.com/s/files/1/2665/6390/files/CockPaw---revamp.jpg?v=1759356462 | https://cdn.shopify.com/s/files/1/2665/6390/files/Aiw---5-Pack---REVAMP.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/HoneyHatter---revamp.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/SugarCube1---revmap.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/ClockMaw---revamp.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/RedQueen---revamp.jpg?v=1759356522,6,True,matched
BIC,Trippy Hippy Bic ,Trippy Hippy Bic - Road Trip,Toker Poker,"1 piece = 3.125""x1.75""x0.75"", 0.8 oz.
1 case = 9.5""x18""x16"", 27.5 lbs.",500 pieces,"Piece: RTL-01-A-US-TH-RT
Case: RTL-01-A-US-TH-RT-MC",,810108341390,,10810108341397,4.2, $12.99/unit ,No,N/A,,,,12.99,,RTL-01-A-US-TH-RT,RTL-01-A-US-TH-RT-MC,BIC,Trippy Hippy Bic,Trippy Hippy Bic - Road Trip,BIC | Trippy Hippy Bic | Trippy Hippy Bic - Road Trip,bic trippy hippy bic trippy hippy bic road trip,Alice in Wonderland - BIC,alice-wonderland-collection,https://tokerpoker.com/collections/shop-all/products/alice-wonderland-collection,100,Honey Hatter,35,https://cdn.shopify.com/s/files/1/2665/6390/files/CockPaw---revamp.jpg?v=1759356462,https://cdn.shopify.com/s/files/1/2665/6390/files/CockPaw---revamp.jpg?v=1759356462 | https://cdn.shopify.com/s/files/1/2665/6390/files/Aiw---5-Pack---REVAMP.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/HoneyHatter---revamp.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/SugarCube1---revmap.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/ClockMaw---revamp.jpg?v=1759356522 | https://cdn.shopify.com/s/files/1/2665/6390/files/RedQueen---revamp.jpg?v=1759356522,6,True,matched
