Lighter Style,Collection,Product Title,Brand,Size,Case Qty,SKU,Barcode (PC),UPC Code (PC),Barcode (CS),UPC Code (CS),Distributor Price,MSRP (Retail),Sellable on Amazon?,Amazon SRP,Product Photo Preview,Product/Lifestyle Photos,,MSRP (Retail) Clean,Amazon SRP Clean,Piece SKU,Case SKU,Catalog Style,Catalog Collection,Catalog Product Title,Catalog Search,Catalog Search Normalized,Matched Product Title,Matched Product Handle,Matched Product URL,Product Match Score,Matched Variant Label,Variant Match Score,Primary Image URL,Gallery Image URLs,Image Count,Available,Match Status
Clipper,Califari Strains Clipper,Califari Strains Clipper - Northern Lights ,Toker Poker,"1 piece = 2.875""x1.375""x0.75"", 0.8 oz.
1 case = 8""x18""x16"", 26 lbs.",500 pieces,"Piece: RTL-02-A-US-CF-NL
Case: RTL-02-A-US-CF-NL-MC",,810108341222,,10810108341229,4.2, $12.99/unit ,No,N/A,,See Califari Strains Clipper Northern Lights Photos HERE,,12.99,,RTL-02-A-US-CF-NL,RTL-02-A-US-CF-NL-MC,Clipper,Califari Strains Clipper,Califari Strains Clipper - Northern Lights,Clipper | Califari Strains Clipper | Califari Strains Clipper - Northern Lights,clipper califari strains clipper califari strains clipper northern lights | califari strains clipper | califari clipper,Toker Poker - CLIPPER,clipper,https://tokerpoker.com/collections/shop-all/products/clipper,100,Clipper 5 Pack,60,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Reg-Clipper-Flying-V---reflection.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp_9769423b-d17b-4028-8103-e1a8f6da8de4.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Army-Clipper---revamp_6e5c134b-879b-40f6-8067-68bcce322375.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Magenta-Clipper---revamp_86fd95e4-44c5-4961-8d02-719fbffb4636.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Lavender-Clipper---revamp_89b9daf0-2f90-418b-b07e-afdca051deb2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Orange-Clipper---revamp_78ded119-1750-4809-978b-62079f97e19f.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Yellow-Clipper---revamp-2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp-2.jpg?v=1763146909,9,True,matched
Clipper,Califari Strains Clipper,Califari Strains Clipper - GS Cookies,Toker Poker,"1 piece = 2.875""x1.375""x0.75"", 0.8 oz.
1 case = 8""x18""x16"", 26 lbs.",500 pieces,"Piece: RTL-02-A-US-CF-GC
Case: RTL-02-A-US-CF-GC-MC",,810108341246,,10810108341243,4.2, $12.99/unit ,No,N/A,,See Califari Strains Clipper GS Cookies Photos HERE,,12.99,,RTL-02-A-US-CF-GC,RTL-02-A-US-CF-GC-MC,Clipper,Califari Strains Clipper,Califari Strains Clipper - GS Cookies,Clipper | Califari Strains Clipper | Califari Strains Clipper - GS Cookies,clipper califari strains clipper califari strains clipper gs cookies | califari strains clipper | califari clipper,Toker Poker - CLIPPER,clipper,https://tokerpoker.com/collections/shop-all/products/clipper,100,Clipper 5 Pack,60,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Reg-Clipper-Flying-V---reflection.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp_9769423b-d17b-4028-8103-e1a8f6da8de4.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Army-Clipper---revamp_6e5c134b-879b-40f6-8067-68bcce322375.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Magenta-Clipper---revamp_86fd95e4-44c5-4961-8d02-719fbffb4636.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Lavender-Clipper---revamp_89b9daf0-2f90-418b-b07e-afdca051deb2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Orange-Clipper---revamp_78ded119-1750-4809-978b-62079f97e19f.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Yellow-Clipper---revamp-2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp-2.jpg?v=1763146909,9,True,matched
Clipper,Califari Strains Clipper,Califari Strains Clipper - Sour Diesel,Toker Poker,"1 piece = 2.875""x1.375""x0.75"", 0.8 oz.
1 case = 8""x18""x16"", 26 lbs.",500 pieces,"Piece: RTL-02-A-US-CF-SD
Case: RTL-02-A-US-CF-SD-MC",,810108341239,,10810108341236,4.2, $12.99/unit ,No,N/A,,See Califari Strains Clipper Sour Diesel Photos HERE,,12.99,,RTL-02-A-US-CF-SD,RTL-02-A-US-CF-SD-MC,Clipper,Califari Strains Clipper,Califari Strains Clipper - Sour Diesel,Clipper | Califari Strains Clipper | Califari Strains Clipper - Sour Diesel,clipper califari strains clipper califari strains clipper sour diesel | califari strains clipper | califari clipper,Toker Poker - CLIPPER,clipper,https://tokerpoker.com/collections/shop-all/products/clipper,100,Clipper 5 Pack,60,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Reg-Clipper-Flying-V---reflection.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp_9769423b-d17b-4028-8103-e1a8f6da8de4.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Army-Clipper---revamp_6e5c134b-879b-40f6-8067-68bcce322375.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Magenta-Clipper---revamp_86fd95e4-44c5-4961-8d02-719fbffb4636.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Lavender-Clipper---revamp_89b9daf0-2f90-418b-b07e-afdca051deb2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Orange-Clipper---revamp_78ded119-1750-4809-978b-62079f97e19f.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Yellow-Clipper---revamp-2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp-2.jpg?v=1763146909,9,True,matched
Clipper,Califari Strains Clipper,Califari Strains Clipper - Grand Daddy Purple,Toker Poker,"1 piece = 2.875""x1.375""x0.75"", 0.8 oz.
1 case = 8""x18""x16"", 26 lbs.",500 pieces,"Piece: RTL-02-A-US-CF-GP
Case: RTL-02-A-US-GP-MC",,810108341260,,10810108341267,4.2, $12.99/unit ,No,N/A,,See Califari Strains Clipper Grand Daddy Purple Photos HERE,,12.99,,RTL-02-A-US-CF-GP,RTL-02-A-US-GP-MC,Clipper,Califari Strains Clipper,Califari Strains Clipper - Grand Daddy Purple,Clipper | Califari Strains Clipper | Califari Strains Clipper - Grand Daddy Purple,clipper califari strains clipper califari strains clipper grand daddy purple | califari strains clipper | califari clipper,Toker Poker - CLIPPER,clipper,https://tokerpoker.com/collections/shop-all/products/clipper,100,Clipper 5 Pack,60,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Reg-Clipper-Flying-V---reflection.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp_9769423b-d17b-4028-8103-e1a8f6da8de4.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Army-Clipper---revamp_6e5c134b-879b-40f6-8067-68bcce322375.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Magenta-Clipper---revamp_86fd95e4-44c5-4961-8d02-719fbffb4636.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Lavender-Clipper---revamp_89b9daf0-2f90-418b-b07e-afdca051deb2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Orange-Clipper---revamp_78ded119-1750-4809-978b-62079f97e19f.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Yellow-Clipper---revamp-2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp-2.jpg?v=1763146909,9,True,matched
Clipper,Califari Strains Clipper,Califari Strains Clipper - Pineapple Express,Toker Poker,"1 piece = 2.875""x1.375""x0.75"", 0.8 oz.
1 case = 8""x18""x16"", 26 lbs.",500 pieces,"Piece: RTL-02-A-US-CF-PE
Case: RTL-02-A-US-CF-PE-MC",,810108341253,,10810108341250,4.2, $12.99/unit ,No,N/A,,See Califari Strains Clipper Pineapple Express Photos HERE,,12.99,,RTL-02-A-US-CF-PE,RTL-02-A-US-CF-PE-MC,Clipper,Califari Strains Clipper,Califari Strains Clipper - Pineapple Express,Clipper | Califari Strains Clipper | Califari Strains Clipper - Pineapple Express,clipper califari strains clipper califari strains clipper pineapple express | califari strains clipper | califari clipper,Toker Poker - CLIPPER,clipper,https://tokerpoker.com/collections/shop-all/products/clipper,100,Clipper 5 Pack,60,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Reg-Clipper-Flying-V---reflection.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp_9769423b-d17b-4028-8103-e1a8f6da8de4.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Army-Clipper---revamp_6e5c134b-879b-40f6-8067-68bcce322375.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Magenta-Clipper---revamp_86fd95e4-44c5-4961-8d02-719fbffb4636.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Lavender-Clipper---revamp_89b9daf0-2f90-418b-b07e-afdca051deb2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Orange-Clipper---revamp_78ded119-1750-4809-978b-62079f97e19f.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Yellow-Clipper---revamp-2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp-2.jpg?v=1763146909,9,True,matched
Clipper,Shroomies Clipper,Shroomies Clipper - Double Dose,Toker Poker,"1 piece = 2.875""x1.375""x0.75"", 0.8 oz.
1 case = 8""x18""x16"", 26 lbs.",500 pieces,"Piece: RTL-02-A-US-SH-DD
Case: RTL-02-A-US-SH-DD-MC",,810108341956,,10810108341953,4.2, $12.99/unit ,Yes,$13.99,,,,12.99,13.99,RTL-02-A-US-SH-DD,RTL-02-A-US-SH-DD-MC,Clipper,Shroomies Clipper,Shroomies Clipper - Double Dose,Clipper | Shroomies Clipper | Shroomies Clipper - Double Dose,clipper shroomies clipper shroomies clipper double dose,Toker Poker - CLIPPER,clipper,https://tokerpoker.com/collections/shop-all/products/clipper,100,Clipper 5 Pack,50,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Reg-Clipper-Flying-V---reflection.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp_9769423b-d17b-4028-8103-e1a8f6da8de4.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Army-Clipper---revamp_6e5c134b-879b-40f6-8067-68bcce322375.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Magenta-Clipper---revamp_86fd95e4-44c5-4961-8d02-719fbffb4636.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Lavender-Clipper---revamp_89b9daf0-2f90-418b-b07e-afdca051deb2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Orange-Clipper---revamp_78ded119-1750-4809-978b-62079f97e19f.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Yellow-Clipper---revamp-2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp-2.jpg?v=1763146909,9,True,matched
Clipper,Shroomies Clipper,Shroomies Clipper - Night Trippin,Toker Poker,"1 piece = 2.875""x1.375""x0.75"", 0.8 oz.
1 case = 8""x18""x16"", 26 lbs.",500 pieces,"Piece: RTL-02-A-US-SH-NT
Case: RTL-02-A-US-SH-NT-MC",,810108341949,,10810108341946,4.2, $12.99/unit ,Yes,$13.99,,,,12.99,13.99,RTL-02-A-US-SH-NT,RTL-02-A-US-SH-NT-MC,Clipper,Shroomies Clipper,Shroomies Clipper - Night Trippin,Clipper | Shroomies Clipper | Shroomies Clipper - Night Trippin,clipper shroomies clipper shroomies clipper night trippin,Toker Poker - CLIPPER,clipper,https://tokerpoker.com/collections/shop-all/products/clipper,100,Clipper 5 Pack,50,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Reg-Clipper-Flying-V---reflection.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp_9769423b-d17b-4028-8103-e1a8f6da8de4.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Army-Clipper---revamp_6e5c134b-879b-40f6-8067-68bcce322375.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Magenta-Clipper---revamp_86fd95e4-44c5-4961-8d02-719fbffb4636.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Lavender-Clipper---revamp_89b9daf0-2f90-418b-b07e-afdca051deb2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Orange-Clipper---revamp_78ded119-1750-4809-978b-62079f97e19f.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Yellow-Clipper---revamp-2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp-2.jpg?v=1763146909,9,True,matched
Clipper,Shroomies Clipper,Shroomies Clipper - Fun Guy,Toker Poker,"1 piece = 2.875""x1.375""x0.75"", 0.8 oz.
1 case = 8""x18""x16"", 26 lbs.",500 pieces,"Piece: RTL-02-A-US-SH-FG
Case: RTL-02-A-US-SH-FG-MC",,810108341918,,10810108341915,4.2, $12.99/unit ,Yes,$13.99,,,,12.99,13.99,RTL-02-A-US-SH-FG,RTL-02-A-US-SH-FG-MC,Clipper,Shroomies Clipper,Shroomies Clipper - Fun Guy,Clipper | Shroomies Clipper | Shroomies Clipper - Fun Guy,clipper shroomies clipper shroomies clipper fun guy,Toker Poker - CLIPPER,clipper,https://tokerpoker.com/collections/shop-all/products/clipper,100,Clipper 5 Pack,51,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Reg-Clipper-Flying-V---reflection.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp_9769423b-d17b-4028-8103-e1a8f6da8de4.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Army-Clipper---revamp_6e5c134b-879b-40f6-8067-68bcce322375.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Magenta-Clipper---revamp_86fd95e4-44c5-4961-8d02-719fbffb4636.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Lavender-Clipper---revamp_89b9daf0-2f90-418b-b07e-afdca051deb2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Orange-Clipper---revamp_78ded119-1750-4809-978b-62079f97e19f.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Yellow-Clipper---revamp-2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp-2.jpg?v=1763146909,9,True,matched
Clipper,Shroomies Clipper,Shroomies Clipper - Golden Teacher,Toker Poker,"1 piece = 2.875""x1.375""x0.75"", 0.8 oz.
1 case = 8""x18""x16"", 26 lbs.",500 pieces,"Piece: RTL-02-A-US-SH-GT
Case: RTL-02-A-US-SH-GT-MC",,810108341932,,10810108341939,4.2, $12.99/unit ,Yes,$13.99,,,,12.99,13.99,RTL-02-A-US-SH-GT,RTL-02-A-US-SH-GT-MC,Clipper,Shroomies Clipper,Shroomies Clipper - Golden Teacher,Clipper | Shroomies Clipper | Shroomies Clipper - Golden Teacher,clipper shroomies clipper shroomies clipper golden teacher,Toker Poker - CLIPPER,clipper,https://tokerpoker.com/collections/shop-all/products/clipper,100,Clipper 5 Pack,51,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Reg-Clipper-Flying-V---reflection.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp_9769423b-d17b-4028-8103-e1a8f6da8de4.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Army-Clipper---revamp_6e5c134b-879b-40f6-8067-68bcce322375.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Magenta-Clipper---revamp_86fd95e4-44c5-4961-8d02-719fbffb4636.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Lavender-Clipper---revamp_89b9daf0-2f90-418b-b07e-afdca051deb2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Orange-Clipper---revamp_78ded119-1750-4809-978b-62079f97e19f.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Yellow-Clipper---revamp-2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp-2.jpg?v=1763146909,9,True,matched
Clipper,Shroomies Clipper,Shroomies Clipper - Toadstool,Toker Poker,"1 piece = 2.875""x1.375""x0.75"", 0.8 oz.
1 case = 8""x18""x16"", 26 lbs.",500 pieces,"Piece: RTL-02-A-US-SH-TS
Case: RTL-02-A-US-SH-TS-MC",,810108341925,,10810108341922,4.2, $12.99/unit ,Yes,$13.99,,,,12.99,13.99,RTL-02-A-US-SH-TS,RTL-02-A-US-SH-TS-MC,Clipper,Shroomies Clipper,Shroomies Clipper - Toadstool,Clipper | Shroomies Clipper | Shroomies Clipper - Toadstool,clipper shroomies clipper shroomies clipper toadstool,Toker Poker - CLIPPER,clipper,https://tokerpoker.com/collections/shop-all/products/clipper,100,Clipper 5 Pack,50,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Reg-Clipper-Flying-V---reflection.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp_9769423b-d17b-4028-8103-e1a8f6da8de4.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Army-Clipper---revamp_6e5c134b-879b-40f6-8067-68bcce322375.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Magenta-Clipper---revamp_86fd95e4-44c5-4961-8d02-719fbffb4636.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Lavender-Clipper---revamp_89b9daf0-2f90-418b-b07e-afdca051deb2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Orange-Clipper---revamp_78ded119-1750-4809-978b-62079f97e19f.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Yellow-Clipper---revamp-2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp-2.jpg?v=1763146909,9,True,matched
Clipper,Four Twenty Clipper ,Four Twenty Clipper - Beach Dance,Toker Poker,"1 piece = 2.875""x1.375""x0.75"", 0.8 oz.
1 case = 8""x18""x16"", 26 lbs.",500 pieces,"Piece: RTL-02-A-US-FT-BD
Case: RTL-02-A-US-FT-BD-MC",,810108342007,,10810108342004,4.2, $12.99/unit ,No,N/A,,,,12.99,,RTL-02-A-US-FT-BD,RTL-02-A-US-FT-BD-MC,Clipper,Four Twenty Clipper,Four Twenty Clipper - Beach Dance,Clipper | Four Twenty Clipper | Four Twenty Clipper - Beach Dance,clipper four twenty clipper four twenty clipper beach dance,Toker Poker - CLIPPER,clipper,https://tokerpoker.com/collections/shop-all/products/clipper,100,Clipper 5 Pack,57,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Reg-Clipper-Flying-V---reflection.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp_9769423b-d17b-4028-8103-e1a8f6da8de4.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Army-Clipper---revamp_6e5c134b-879b-40f6-8067-68bcce322375.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Magenta-Clipper---revamp_86fd95e4-44c5-4961-8d02-719fbffb4636.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Lavender-Clipper---revamp_89b9daf0-2f90-418b-b07e-afdca051deb2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Orange-Clipper---revamp_78ded119-1750-4809-978b-62079f97e19f.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Yellow-Clipper---revamp-2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp-2.jpg?v=1763146909,9,True,matched
Clipper,Four Twenty Clipper ,Four Twenty Clipper - Electric Haze,Toker Poker,"1 piece = 2.875""x1.375""x0.75"", 0.8 oz.
1 case = 8""x18""x16"", 26 lbs.",500 pieces,"Piece: RTL-02-A-US-FT-EH
Case: RTL-02-A-US-FT-EH-MC",,810108341994,,10810108341991,4.2, $12.99/unit ,No,N/A,,,,12.99,,RTL-02-A-US-FT-EH,RTL-02-A-US-FT-EH-MC,Clipper,Four Twenty Clipper,Four Twenty Clipper - Electric Haze,Clipper | Four Twenty Clipper | Four Twenty Clipper - Electric Haze,clipper four twenty clipper four twenty clipper electric haze,Toker Poker - CLIPPER,clipper,https://tokerpoker.com/collections/shop-all/products/clipper,100,Clipper 5 Pack,54,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Reg-Clipper-Flying-V---reflection.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp_9769423b-d17b-4028-8103-e1a8f6da8de4.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Army-Clipper---revamp_6e5c134b-879b-40f6-8067-68bcce322375.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Magenta-Clipper---revamp_86fd95e4-44c5-4961-8d02-719fbffb4636.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Lavender-Clipper---revamp_89b9daf0-2f90-418b-b07e-afdca051deb2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Orange-Clipper---revamp_78ded119-1750-4809-978b-62079f97e19f.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Yellow-Clipper---revamp-2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp-2.jpg?v=1763146909,9,True,matched
